"Kod";"Nazwa";"Lokalizacja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2814102;"Purda (2)";"ogółem";"2020";35;"-";"";
2814112;"Stawiguda (2)";"ogółem";"2020";57;"-";"";
2814122;"Świątki (2)";"ogółem";"2020";13;"-";"";
2815011;"Ostróda (1)";"ogółem";"2020";124;"-";"";
2815022;"Dąbrówno (2)";"ogółem";"2020";10;"-";"";
2815032;"Grunwald (2)";"ogółem";"2020";23;"-";"";
2815042;"Łukta (2)";"ogółem";"2020";12;"-";"";
2815052;"Małdyty (2)";"ogółem";"2020";8;"-";"";
2815063;"Miłakowo (3)";"ogółem";"2020";24;"-";"";
2815073;"Miłomłyn (3)";"ogółem";"2020";21;"-";"";
2815083;"Morąg (3)";"ogółem";"2020";74;"-";"";
2815092;"Ostróda (2)";"ogółem";"2020";55;"-";"";
2816013;"Biała Piska (3)";"ogółem";"2020";36;"-";"";
2816023;"Orzysz (3)";"ogółem";"2020";21;"-";"";
2816033;"Pisz (3)";"ogółem";"2020";94;"-";"";
2816043;"Ruciane-Nida (3)";"ogółem";"2020";29;"-";"";
2817011;"Szczytno (1)";"ogółem";"2020";85;"-";"";
2817022;"Dźwierzuty (2)";"ogółem";"2020";23;"-";"";
2817032;"Jedwabno (2)";"ogółem";"2020";15;"-";"";
2817043;"Pasym (3)";"ogółem";"2020";15;"-";"";
2817052;"Rozogi (2)";"ogółem";"2020";17;"-";"";
2817062;"Szczytno (2)";"ogółem";"2020";44;"-";"";
2817072;"Świętajno (2)";"ogółem";"2020";25;"-";"";
2817083;"Wielbark (3)";"ogółem";"2020";28;"-";"";
2818012;"Banie Mazurskie (2)";"ogółem";"2020";9;"-";"";
2818022;"Dubeninki (2)";"ogółem";"2020";7;"-";"";
2818033;"Gołdap (3)";"ogółem";"2020";69;"-";"";
2819012;"Budry (2)";"ogółem";"2020";7;"-";"";
2819022;"Pozezdrze (2)";"ogółem";"2020";15;"-";"";
2819033;"Węgorzewo (3)";"ogółem";"2020";50;"-";"";
2861011;"Elbląg (1)";"ogółem";"2020";381;"-";"";
2862011;"Olsztyn (1)";"ogółem";"2020";658;"-";"";
3001011;"Chodzież (1)";"ogółem";"2020";73;"-";"";
3001022;"Budzyń (2)";"ogółem";"2020";31;"-";"";
3001032;"Chodzież (2)";"ogółem";"2020";24;"-";"";
3001043;"Margonin (3)";"ogółem";"2020";30;"-";"";
3001053;"Szamocin (3)";"ogółem";"2020";36;"-";"";
3002011;"Czarnków (1)";"ogółem";"2020";35;"-";"";
3002022;"Czarnków (2)";"ogółem";"2020";47;"-";"";
3002032;"Drawsko (2)";"ogółem";"2020";23;"-";"";
3002043;"Krzyż Wielkopolski (3)";"ogółem";"2020";39;"-";"";
3002052;"Lubasz (2)";"ogółem";"2020";21;"-";"";
3002062;"Połajewo (2)";"ogółem";"2020";25;"-";"";
3002073;"Trzcianka (3)";"ogółem";"2020";84;"-";"";
3002083;"Wieleń (3)";"ogółem";"2020";36;"-";"";
3003011;"Gniezno (1)";"ogółem";"2020";264;"-";"";
3003023;"Czerniejewo (3)";"ogółem";"2020";28;"-";"";
3003032;"Gniezno (2)";"ogółem";"2020";36;"-";"";
3003042;"Kiszkowo (2)";"ogółem";"2020";17;"-";"";
3003053;"Kłecko (3)";"ogółem";"2020";25;"-";"";
3003062;"Łubowo (2)";"ogółem";"2020";32;"-";"";
3003072;"Mieleszyn (2)";"ogółem";"2020";17;"-";"";
3003082;"Niechanowo (2)";"ogółem";"2020";26;"-";"";
3003093;"Trzemeszno (3)";"ogółem";"2020";52;"-";"";
3003103;"Witkowo (3)";"ogółem";"2020";68;"-";"";
3004013;"Borek Wielkopolski (3)";"ogółem";"2020";31;"-";"";
3004023;"Gostyń (3)";"ogółem";"2020";135;"-";"";
3004033;"Krobia (3)";"ogółem";"2020";51;"-";"";
3004042;"Pępowo (2)";"ogółem";"2020";29;"-";"";
3004052;"Piaski (2)";"ogółem";"2020";36;"-";"";
3004063;"Pogorzela (3)";"ogółem";"2020";27;"-";"";
3004073;"Poniec (3)";"ogółem";"2020";35;"-";"";
3005012;"Granowo (2)";"ogółem";"2020";12;"-";"";
3005023;"Grodzisk Wielkopolski (3)";"ogółem";"2020";86;"-";"";
3005032;"Kamieniec (2)";"ogółem";"2020";23;"-";"";
3005043;"Rakoniewice (3)";"ogółem";"2020";61;"-";"";
3005053;"Wielichowo (3)";"ogółem";"2020";26;"-";"";
3006013;"Jaraczewo (3)";"ogółem";"2020";22;"-";"";
3006023;"Jarocin (3)";"ogółem";"2020";173;"-";"";
3006032;"Kotlin (2)";"ogółem";"2020";30;"-";"";
3006043;"Żerków (3)";"ogółem";"2020";46;"-";"";
3007012;"Blizanów (2)";"ogółem";"2020";39;"-";"";
3007022;"Brzeziny (2)";"ogółem";"2020";23;"-";"";
3007032;"Ceków-Kolonia (2)";"ogółem";"2020";17;"-";"";
3007042;"Godziesze Wielkie (2)";"ogółem";"2020";48;"-";"";
3007052;"Koźminek (2)";"ogółem";"2020";36;"-";"";
3007062;"Lisków (2)";"ogółem";"2020";23;"-";"";
3007072;"Mycielin (2)";"ogółem";"2020";23;"-";"";
3007083;"Opatówek (3)";"ogółem";"2020";45;"-";"";
3007093;"Stawiszyn (3)";"ogółem";"2020";21;"-";"";
3007102;"Szczytniki (2)";"ogółem";"2020";23;"-";"";
3007112;"Żelazków (2)";"ogółem";"2020";36;"-";"";
3008012;"Baranów (2)";"ogółem";"2020";29;"-";"";
3008022;"Bralin (2)";"ogółem";"2020";15;"-";"";
3008033;"Kępno (3)";"ogółem";"2020";80;"-";"";
3008042;"Łęka Opatowska (2)";"ogółem";"2020";26;"-";"";
3008052;"Perzów (2)";"ogółem";"2020";11;"-";"";
3008062;"Rychtal (2)";"ogółem";"2020";15;"-";"";
3008072;"Trzcinica (2)";"ogółem";"2020";16;"-";"";
3009011;"Koło (1)";"ogółem";"2020";66;"-";"";
3009022;"Babiak (2)";"ogółem";"2020";36;"-";"";
3009032;"Chodów (2)";"ogółem";"2020";10;"-";"";
3009043;"Dąbie (3)";"ogółem";"2020";16;"-";"";
3009052;"Grzegorzew (2)";"ogółem";"2020";31;"-";"";
3009063;"Kłodawa (3)";"ogółem";"2020";59;"-";"";
3009072;"Koło (2)";"ogółem";"2020";29;"-";"";
3009082;"Kościelec (2)";"ogółem";"2020";22;"-";"";
3009092;"Olszówka (2)";"ogółem";"2020";16;"-";"";
3009102;"Osiek Mały (2)";"ogółem";"2020";25;"-";"";
3009113;"Przedecz (3)";"ogółem";"2020";18;"-";"";
3010013;"Golina (3)";"ogółem";"2020";43;"-";"";
3010022;"Grodziec (2)";"ogółem";"2020";25;"-";"";
3010032;"Kazimierz Biskupi (2)";"ogółem";"2020";44;"-";"";
3010043;"Kleczew (3)";"ogółem";"2020";36;"-";"";
3010052;"Kramsk (2)";"ogółem";"2020";35;"-";"";
3010062;"Krzymów (2)";"ogółem";"2020";39;"-";"";
3010073;"Rychwał (3)";"ogółem";"2020";43;"-";"";
3010082;"Rzgów (2)";"ogółem";"2020";34;"-";"";
3010092;"Skulsk (2)";"ogółem";"2020";22;"-";"";
3010103;"Sompolno (3)";"ogółem";"2020";35;"-";"";
3010112;"Stare Miasto (2)";"ogółem";"2020";59;"-";"";
3010123;"Ślesin (3)";"ogółem";"2020";65;"-";"";
3010132;"Wierzbinek (2)";"ogółem";"2020";29;"-";"";
3010142;"Wilczyn (2)";"ogółem";"2020";23;"-";"";
3011011;"Kościan (1)";"ogółem";"2020";87;"-";"";
3011023;"Czempiń (3)";"ogółem";"2020";47;"-";"";
3011032;"Kościan (2)";"ogółem";"2020";73;"-";"";
3011043;"Krzywiń (3)";"ogółem";"2020";33;"-";"";
3011053;"Śmigiel (3)";"ogółem";"2020";65;"-";"";
3012011;"Sulmierzyce (1)";"ogółem";"2020";9;"-";"";
3012023;"Kobylin (3)";"ogółem";"2020";29;"-";"";
3012033;"Koźmin Wielkopolski (3)";"ogółem";"2020";46;"-";"";
3012043;"Krotoszyn (3)";"ogółem";"2020";155;"-";"";
3012052;"Rozdrażew (2)";"ogółem";"2020";24;"-";"";
3012063;"Zduny (3)";"ogółem";"2020";21;"-";"";
3013012;"Krzemieniewo (2)";"ogółem";"2020";29;"-";"";
3013022;"Lipno (2)";"ogółem";"2020";39;"-";"";
3013033;"Osieczna (3)";"ogółem";"2020";40;"-";"";
3013043;"Rydzyna (3)";"ogółem";"2020";33;"-";"";
3013052;"Święciechowa (2)";"ogółem";"2020";35;"-";"";
3013062;"Wijewo (2)";"ogółem";"2020";17;"-";"";
3013072;"Włoszakowice (2)";"ogółem";"2020";38;"-";"";
3014012;"Chrzypsko Wielkie (2)";"ogółem";"2020";13;"-";"";
3014022;"Kwilcz (2)";"ogółem";"2020";17;"-";"";
3014033;"Międzychód (3)";"ogółem";"2020";61;"-";"";
3014043;"Sieraków (3)";"ogółem";"2020";27;"-";"";
3015012;"Kuślin (2)";"ogółem";"2020";26;"-";"";
3015023;"Lwówek (3)";"ogółem";"2020";36;"-";"";
3015032;"Miedzichowo (2)";"ogółem";"2020";12;"-";"";
3015043;"Nowy Tomyśl (3)";"ogółem";"2020";115;"-";"";
3015053;"Opalenica (3)";"ogółem";"2020";70;"-";"";
3015063;"Zbąszyń (3)";"ogółem";"2020";58;"-";"";
3016013;"Oborniki (3)";"ogółem";"2020";132;"-";"";
3016023;"Rogoźno (3)";"ogółem";"2020";69;"-";"";
3016032;"Ryczywół (2)";"ogółem";"2020";24;"-";"";
3017011;"Ostrów Wielkopolski (1)";"ogółem";"2020";268;"-";"";
3017023;"Nowe Skalmierzyce (3)";"ogółem";"2020";73;"-";"";
3017033;"Odolanów (3)";"ogółem";"2020";71;"-";"";
3017042;"Ostrów Wielkopolski (2)";"ogółem";"2020";83;"-";"";
3017052;"Przygodzice (2)";"ogółem";"2020";44;"-";"";
3017063;"Raszków (3)";"ogółem";"2020";50;"-";"";
3017072;"Sieroszewice (2)";"ogółem";"2020";51;"-";"";
3017082;"Sośnie (2)";"ogółem";"2020";25;"-";"";
3018012;"Czajków (2)";"ogółem";"2020";11;"-";"";
3018022;"Doruchów (2)";"ogółem";"2020";16;"-";"";
3018033;"Grabów nad Prosną (3)";"ogółem";"2020";29;"-";"";
3018042;"Kobyla Góra (2)";"ogółem";"2020";23;"-";"";
3018052;"Kraszewice (2)";"ogółem";"2020";23;"-";"";
3018063;"Mikstat (3)";"ogółem";"2020";16;"-";"";
3018073;"Ostrzeszów (3)";"ogółem";"2020";87;"-";"";
3019011;"Piła (1)";"ogółem";"2020";306;"-";"";
3019022;"Białośliwie (2)";"ogółem";"2020";23;"-";"";
3019032;"Kaczory (2)";"ogółem";"2020";28;"-";"";
3019043;"Łobżenica (3)";"ogółem";"2020";35;"-";"";
3019052;"Miasteczko Krajeńskie (2)";"ogółem";"2020";10;"-";"";
3019062;"Szydłowo (2)";"ogółem";"2020";27;"-";"";
3019073;"Ujście (3)";"ogółem";"2020";25;"-";"";
3019083;"Wyrzysk (3)";"ogółem";"2020";48;"-";"";
3019093;"Wysoka (3)";"ogółem";"2020";39;"-";"";
3020013;"Chocz (3)";"ogółem";"2020";22;"-";"";
3020022;"Czermin (2)";"ogółem";"2020";20;"-";"";
3020033;"Dobrzyca (3)";"ogółem";"2020";29;"-";"";
3020042;"Gizałki (2)";"ogółem";"2020";22;"-";"";
3020052;"Gołuchów (2)";"ogółem";"2020";48;"-";"";
3020063;"Pleszew (3)";"ogółem";"2020";112;"-";"";
3021011;"Luboń (1)";"ogółem";"2020";125;"-";"";
3021021;"Puszczykowo (1)";"ogółem";"2020";32;"-";"";
3021033;"Buk (3)";"ogółem";"2020";48;"-";"";
3021042;"Czerwonak (2)";"ogółem";"2020";90;"-";"";
3021052;"Dopiewo (2)";"ogółem";"2020";103;"-";"";
3021062;"Kleszczewo (2)";"ogółem";"2020";54;"-";"";
3021072;"Komorniki (2)";"ogółem";"2020";159;"-";"";
3021083;"Kostrzyn (3)";"ogółem";"2020";79;"-";"";
3021093;"Kórnik (3)";"ogółem";"2020";116;"-";"";
3021103;"Mosina (3)";"ogółem";"2020";127;"-";"";
3021113;"Murowana Goślina (3)";"ogółem";"2020";53;"-";"";
3021123;"Pobiedziska (3)";"ogółem";"2020";85;"-";"";
3021132;"Rokietnica (2)";"ogółem";"2020";89;"-";"";
3021143;"Stęszew (3)";"ogółem";"2020";70;"-";"";
3021152;"Suchy Las (2)";"ogółem";"2020";60;"-";"";
3021163;"Swarzędz (3)";"ogółem";"2020";207;"-";"";
3021172;"Tarnowo Podgórne (2)";"ogółem";"2020";124;"-";"";
3022013;"Bojanowo (3)";"ogółem";"2020";44;"-";"";
3022023;"Jutrosin (3)";"ogółem";"2020";25;"-";"";
3022033;"Miejska Górka (3)";"ogółem";"2020";44;"-";"";
3022042;"Pakosław (2)";"ogółem";"2020";22;"-";"";
3022053;"Rawicz (3)";"ogółem";"2020";112;"-";"";
3023011;"Słupca (1)";"ogółem";"2020";53;"-";"";
3023022;"Lądek (2)";"ogółem";"2020";26;"-";"";
3023032;"Orchowo (2)";"ogółem";"2020";17;"-";"";
3023042;"Ostrowite (2)";"ogółem";"2020";25;"-";"";
3023052;"Powidz (2)";"ogółem";"2020";7;"-";"";
3023062;"Słupca (2)";"ogółem";"2020";50;"-";"";
3023072;"Strzałkowo (2)";"ogółem";"2020";43;"-";"";
3023083;"Zagórów (3)";"ogółem";"2020";36;"-";"";
3024011;"Obrzycko (1)";"ogółem";"2020";8;"-";"";
3024022;"Duszniki (2)";"ogółem";"2020";43;"-";"";
3024032;"Kaźmierz (2)";"ogółem";"2020";30;"-";"";
3024042;"Obrzycko (2)";"ogółem";"2020";16;"-";"";
3024053;"Ostroróg (3)";"ogółem";"2020";16;"-";"";
3024063;"Pniewy (3)";"ogółem";"2020";54;"-";"";
3024073;"Szamotuły (3)";"ogółem";"2020";120;"-";"";
3024083;"Wronki (3)";"ogółem";"2020";84;"-";"";
3025012;"Dominowo (2)";"ogółem";"2020";9;"-";"";
3025022;"Krzykosy (2)";"ogółem";"2020";27;"-";"";
3025032;"Nowe Miasto nad Wartą (2)";"ogółem";"2020";38;"-";"";
3025043;"Środa Wielkopolska (3)";"ogółem";"2020";128;"-";"";
3025052;"Zaniemyśl (2)";"ogółem";"2020";30;"-";"";
3026012;"Brodnica (2)";"ogółem";"2020";12;"-";"";
3026023;"Dolsk (3)";"ogółem";"2020";23;"-";"";
3026033;"Książ Wielkopolski (3)";"ogółem";"2020";24;"-";"";
3026043;"Śrem (3)";"ogółem";"2020";152;"-";"";
3027011;"Turek (1)";"ogółem";"2020";77;"-";"";
3027022;"Brudzew (2)";"ogółem";"2020";29;"-";"";
3027033;"Dobra (3)";"ogółem";"2020";28;"-";"";
3027042;"Kawęczyn (2)";"ogółem";"2020";15;"-";"";
3027052;"Malanów (2)";"ogółem";"2020";27;"-";"";
3027062;"Przykona (2)";"ogółem";"2020";17;"-";"";
3027073;"Tuliszków (3)";"ogółem";"2020";44;"-";"";
3027082;"Turek (2)";"ogółem";"2020";40;"-";"";
3027092;"Władysławów (2)";"ogółem";"2020";37;"-";"";
3028011;"Wągrowiec (1)";"ogółem";"2020";96;"-";"";
3028022;"Damasławek (2)";"ogółem";"2020";21;"-";"";
3028033;"Gołańcz (3)";"ogółem";"2020";22;"-";"";
3028042;"Mieścisko (2)";"ogółem";"2020";30;"-";"";
3028053;"Skoki (3)";"ogółem";"2020";40;"-";"";
3028062;"Wapno (2)";"ogółem";"2020";12;"-";"";
3028072;"Wągrowiec (2)";"ogółem";"2020";61;"-";"";
3029012;"Przemęt (2)";"ogółem";"2020";58;"-";"";
3029022;"Siedlec (2)";"ogółem";"2020";56;"-";"";
3029033;"Wolsztyn (3)";"ogółem";"2020";136;"-";"";
3030012;"Kołaczkowo (2)";"ogółem";"2020";17;"-";"";
3030023;"Miłosław (3)";"ogółem";"2020";32;"-";"";
3030033;"Nekla (3)";"ogółem";"2020";30;"-";"";
3030043;"Pyzdry (3)";"ogółem";"2020";32;"-";"";
3030053;"Września (3)";"ogółem";"2020";198;"-";"";
3031011;"Złotów (1)";"ogółem";"2020";64;"-";"";
3031023;"Jastrowie (3)";"ogółem";"2020";38;"-";"";
3031033;"Krajenka (3)";"ogółem";"2020";30;"-";"";
3031042;"Lipka (2)";"ogółem";"2020";16;"-";"";
3031053;"Okonek (3)";"ogółem";"2020";38;"-";"";
3031062;"Tarnówka (2)";"ogółem";"2020";13;"-";"";
3031072;"Zakrzewo (2)";"ogółem";"2020";16;"-";"";
3031082;"Złotów (2)";"ogółem";"2020";22;"-";"";
3061011;"Kalisz (1)";"ogółem";"2020";333;"-";"";
3062011;"Konin (1)";"ogółem";"2020";275;"-";"";
3063011;"Leszno (1)";"ogółem";"2020";230;"-";"";
3064011;"Poznań (1)";"ogółem";"2020";2426;"-";"";
3201011;"Białogard (1)";"ogółem";"2020";68;"-";"";
3201022;"Białogard (2)";"ogółem";"2020";33;"-";"";
3201033;"Karlino (3)";"ogółem";"2020";34;"-";"";
3201043;"Tychowo (3)";"ogółem";"2020";19;"-";"";
3202012;"Bierzwnik (2)";"ogółem";"2020";15;"-";"";
3202023;"Choszczno (3)";"ogółem";"2020";71;"-";"";
3202033;"Drawno (3)";"ogółem";"2020";20;"-";"";
3202042;"Krzęcin (2)";"ogółem";"2020";12;"-";"";
3202053;"Pełczyce (3)";"ogółem";"2020";32;"-";"";
3202063;"Recz (3)";"ogółem";"2020";8;"-";"";
3203013;"Czaplinek (3)";"ogółem";"2020";33;"-";"";
3203023;"Drawsko Pomorskie (3)";"ogółem";"2020";53;"-";"";
3203033;"Kalisz Pomorski (3)";"ogółem";"2020";33;"-";"";
3203052;"Wierzchowo (2)";"ogółem";"2020";13;"-";"";
3203063;"Złocieniec (3)";"ogółem";"2020";74;"-";"";
3204023;"Goleniów (3)";"ogółem";"2020";159;"-";"";
3204033;"Maszewo (3)";"ogółem";"2020";28;"-";"";
3204043;"Nowogard (3)";"ogółem";"2020";87;"-";"";
3204052;"Osina (2)";"ogółem";"2020";10;"-";"";
3204062;"Przybiernów (2)";"ogółem";"2020";15;"-";"";
3204073;"Stepnica (3)";"ogółem";"2020";14;"-";"";
3205012;"Brojce (2)";"ogółem";"2020";9;"-";"";
3205023;"Gryfice (3)";"ogółem";"2020";90;"-";"";
3205032;"Karnice (2)";"ogółem";"2020";13;"-";"";
3205043;"Płoty (3)";"ogółem";"2020";36;"-";"";
3205072;"Rewal (2)";"ogółem";"2020";14;"-";"";
3205083;"Trzebiatów (3)";"ogółem";"2020";45;"-";"";
3206012;"Banie (2)";"ogółem";"2020";32;"-";"";
3206023;"Cedynia (3)";"ogółem";"2020";21;"-";"";
3206033;"Chojna (3)";"ogółem";"2020";44;"-";"";
3206043;"Gryfino (3)";"ogółem";"2020";102;"-";"";
3206053;"Mieszkowice (3)";"ogółem";"2020";31;"-";"";
3206063;"Moryń (3)";"ogółem";"2020";19;"-";"";
3206072;"Stare Czarnowo (2)";"ogółem";"2020";11;"-";"";
3206083;"Trzcińsko-Zdrój (3)";"ogółem";"2020";13;"-";"";
3206092;"Widuchowa (2)";"ogółem";"2020";19;"-";"";
3207013;"Dziwnów (3)";"ogółem";"2020";12;"-";"";
3207023;"Golczewo (3)";"ogółem";"2020";20;"-";"";
3207033;"Kamień Pomorski (3)";"ogółem";"2020";46;"-";"";
3207043;"Międzyzdroje (3)";"ogółem";"2020";25;"-";"";
3207052;"Świerzno (2)";"ogółem";"2020";14;"-";"";
3207063;"Wolin (3)";"ogółem";"2020";34;"-";"";
3208011;"Kołobrzeg (1)";"ogółem";"2020";151;"-";"";
3208022;"Dygowo (2)";"ogółem";"2020";13;"-";"";
3208033;"Gościno (3)";"ogółem";"2020";13;"-";"";
3208042;"Kołobrzeg (2)";"ogółem";"2020";29;"-";"";
3208052;"Rymań (2)";"ogółem";"2020";14;"-";"";
3208062;"Siemyśl (2)";"ogółem";"2020";14;"-";"";
3208072;"Ustronie Morskie (2)";"ogółem";"2020";12;"-";"";
3209012;"Będzino (2)";"ogółem";"2020";27;"-";"";
3209022;"Biesiekierz (2)";"ogółem";"2020";27;"-";"";
3209033;"Bobolice (3)";"ogółem";"2020";32;"-";"";
3209042;"Manowo (2)";"ogółem";"2020";23;"-";"";
3209053;"Mielno (3)";"ogółem";"2020";13;"-";"";
3209063;"Polanów (3)";"ogółem";"2020";24;"-";"";
3209073;"Sianów (3)";"ogółem";"2020";50;"-";"";
3209082;"Świeszyno (2)";"ogółem";"2020";25;"-";"";
3210013;"Barlinek (3)";"ogółem";"2020";58;"-";"";
3210022;"Boleszkowice (2)";"ogółem";"2020";14;"-";"";
3210033;"Dębno (3)";"ogółem";"2020";67;"-";"";
3210043;"Myślibórz (3)";"ogółem";"2020";65;"-";"";
3210052;"Nowogródek Pomorski (2)";"ogółem";"2020";18;"-";"";
3211012;"Dobra (Szczecińska) (2)";"ogółem";"2020";56;"-";"";
3211022;"Kołbaskowo (2)";"ogółem";"2020";52;"-";"";
3211033;"Nowe Warpno (3)";"ogółem";"2020";7;"-";"";
3211043;"Police (3)";"ogółem";"2020";121;"-";"";
3212012;"Bielice (2)";"ogółem";"2020";19;"-";"";
3212022;"Kozielice (2)";"ogółem";"2020";13;"-";"";
3212033;"Lipiany (3)";"ogółem";"2020";15;"-";"";
3212042;"Przelewice (2)";"ogółem";"2020";18;"-";"";
3212053;"Pyrzyce (3)";"ogółem";"2020";58;"-";"";
3212062;"Warnice (2)";"ogółem";"2020";17;"-";"";
3213011;"Darłowo (1)";"ogółem";"2020";41;"-";"";
3213021;"Sławno (1)";"ogółem";"2020";31;"-";"";
3213032;"Darłowo (2)";"ogółem";"2020";20;"-";"";
3213042;"Malechowo (2)";"ogółem";"2020";17;"-";"";
3213052;"Postomino (2)";"ogółem";"2020";22;"-";"";
3213062;"Sławno (2)";"ogółem";"2020";29;"-";"";
3214011;"Stargard (1)";"ogółem";"2020";264;"-";"";
3214023;"Chociwel (3)";"ogółem";"2020";15;"-";"";
3214033;"Dobrzany (3)";"ogółem";"2020";22;"-";"";
3214042;"Dolice (2)";"ogółem";"2020";24;"-";"";
3214053;"Ińsko (3)";"ogółem";"2020";10;"-";"";
3214062;"Kobylanka (2)";"ogółem";"2020";19;"-";"";
3214082;"Marianowo (2)";"ogółem";"2020";10;"-";"";
3214092;"Stara Dąbrowa (2)";"ogółem";"2020";15;"-";"";
3214102;"Stargard (2)";"ogółem";"2020";42;"-";"";
3214113;"Suchań (3)";"ogółem";"2020";11;"-";"";
3215011;"Szczecinek (1)";"ogółem";"2020";130;"-";"";
3215023;"Barwice (3)";"ogółem";"2020";27;"-";"";
3215033;"Biały Bór (3)";"ogółem";"2020";11;"-";"";
3215043;"Borne Sulinowo (3)";"ogółem";"2020";36;"-";"";
3215052;"Grzmiąca (2)";"ogółem";"2020";16;"-";"";
3215062;"Szczecinek (2)";"ogółem";"2020";42;"-";"";
3216011;"Świdwin (1)";"ogółem";"2020";48;"-";"";
3216022;"Brzeżno (2)";"ogółem";"2020";11;"-";"";
3216033;"Połczyn-Zdrój (3)";"ogółem";"2020";42;"-";"";
3216042;"Rąbino (2)";"ogółem";"2020";16;"-";"";
3216052;"Sławoborze (2)";"ogółem";"2020";12;"-";"";
3216062;"Świdwin (2)";"ogółem";"2020";11;"-";"";
3217011;"Wałcz (1)";"ogółem";"2020";94;"-";"";
3217023;"Człopa (3)";"ogółem";"2020";18;"-";"";
3217033;"Mirosławiec (3)";"ogółem";"2020";18;"-";"";
3217043;"Tuczno (3)";"ogółem";"2020";15;"-";"";
3217052;"Wałcz (2)";"ogółem";"2020";49;"-";"";
3218013;"Dobra (3)";"ogółem";"2020";16;"-";"";
3218023;"Łobez (3)";"ogółem";"2020";35;"-";"";
3218032;"Radowo Małe (2)";"ogółem";"2020";15;"-";"";
3218043;"Resko (3)";"ogółem";"2020";23;"-";"";
3218053;"Węgorzyno (3)";"ogółem";"2020";23;"-";"";
3261011;"Koszalin (1)";"ogółem";"2020";400;"-";"";
3262011;"Szczecin (1)";"ogółem";"2020";1735;"-";"";
3263011;"Świnoujście (1)";"ogółem";"2020";167;"-";"";
